player_id,player_name,games_p1,games_p2,bb_score_p1,bb_score_p2,tear2_p1,tear2_p2,tear3_p1,tear3_p2,tear4_p1,tear4_p2,tear5_p1,tear5_p2,longest_tear_p1,longest_tear_p2,boom_rate_p1,boom_rate_p2,best_week_p1,best_week_p2,top3_avg_p1,top3_avg_p2,iv_p1,iv_p2,iv_tier_p1,iv_tier_p2,mean_week_p1,mean_week_p2,std_week_p1,std_week_p2,useful_pct_p1,useful_pct_p2,useful_ppw_p1,useful_ppw_p2,useful_total_p1,useful_total_p2,useful_eff_p1,useful_eff_p2,useful_count_p1,useful_count_p2,wasted_p1,wasted_p2,high_week_rate_p1,high_week_rate_p2,top5_pct_p1,top5_pct_p2,weekly_cv_p1,weekly_cv_p2,tear2_count_p1,tear2_count_p2,tear3_count_p1,tear3_count_p2,boom_count_p1,boom_count_p2,high_week_count_p1,high_week_count_p2,bb_change,tear_profile_p1,tear_profile_p2,boom_profile_p1
596019,Francisco Lindor,76,84,63.87,68.84,5.26,7.14,1.32,1.19,1.32,0.0,0.0,0.0,4,3,11.842105263157894,10.714285714285714,108.0,111.0,106.33333333333333,110.33333333333333,1.594967937187169,1.6922732460621315,High-IV,Gamma,54.64473684210526,57.05952380952381,24.87874806462652,27.618900107426516,38.46153846153847,64.28571428571429,79.6,74.66666666666667,398.0,672.0,9.583433662412713,14.0204464844565,5,9,307.0,141.0,76.31578947368422,73.80952380952381,12.424753190464724,11.036928854579594,0.45528168863751883,0.4840366386446541,4,6,1,1,9,9,58,62,4.970000000000006,Low (0-5),Low (0-5),High (10-15%)
571448,Nolan Arenado,72,34,46.59,22.16,6.94,2.94,0.0,0.0,0.0,0.0,0.0,0.0,2,2,11.11111111111111,11.76470588235294,74.0,52.0,69.66666666666667,51.333333333333336,0.8980008480448233,0.8905106240319901,Low-Vol,Low-Vol,40.22222222222222,23.5,14.007263932670764,14.533659990768765,15.384615384615385,0.0,71.0,0.0,142.0,0.0,4.903314917127072,0.0,2,0,374.0,179.0,52.77777777777778,11.76470588235294,11.740331491712707,29.78723404255319,0.348246893353693,0.6184536166284581,5,1,0,0,8,4,38,4,-24.430000000000003,No Tears,No Tears,High (10-15%)
677950,Alek Thomas,62,72,23.16,21.25,8.06,4.17,1.61,1.39,0.0,0.0,0.0,0.0,3,3,11.29032258064516,11.11111111111111,73.0,59.0,68.0,57.666666666666664,0.9738798093591022,0.837818903585745,Low-Vol,Low-Vol,27.629032258064516,27.625,15.190844817232433,13.673699953653188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,318.0,377.0,16.129032258064516,18.055555555555554,18.388791593695274,14.328808446455504,0.5498145818262761,0.49497556393314707,5,3,1,1,7,8,10,13,-1.9100000000000001,Low (0-5),Low (0-5),High (10-15%)
677951,Bobby Witt Jr.,78,79,56.31,61.1,5.13,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2,2,10.256410256410255,10.126582278481013,121.0,112.0,109.0,107.66666666666667,1.2825506236073454,1.4703041587738945,Normal,High-IV,57.8974358974359,58.22784810126582,20.005576978010662,23.99623334068773,38.46153846153847,42.857142857142854,70.4,76.16666666666667,352.0,457.0,7.7945084145261285,9.934782608695652,5,6,373.0,331.0,85.8974358974359,82.27848101265823,11.448184233835253,11.304347826086957,0.34553476622781926,0.412109224763985,4,3,0,0,8,8,67,65,4.789999999999999,No Tears,No Tears,High (10-15%)
663616,Trevor Larnach,71,70,54.96,20.45,4.23,4.29,1.41,1.43,1.41,1.43,0.0,0.0,4,4,11.267605633802818,10.0,86.0,63.0,82.33333333333333,60.0,1.344769918536082,0.8688036293945631,Normal,Low-Vol,42.49295774647887,30.4,20.976090633614685,14.179389001778889,23.076923076923077,0.0,72.0,0.0,216.0,0.0,7.1594298972489225,0.0,3,0,295.0,413.0,45.07042253521127,27.142857142857142,13.35764003977461,13.721804511278195,0.49363686940226803,0.4664272697953582,3,3,1,1,8,7,32,19,-34.510000000000005,Low (0-5),Low (0-5),High (10-15%)
608324,Alex Bregman,51,63,66.28,50.39,7.84,4.76,1.96,1.59,1.96,0.0,0.0,0.0,4,3,11.76470588235294,11.11111111111111,95.0,84.0,95.0,80.33333333333333,1.5427064883343853,1.13237318762969,High-IV,Normal,58.84313725490196,40.25396825396825,24.063559627802043,18.48100005495466,44.44444444444444,16.666666666666664,79.75,70.0,319.0,140.0,10.629790069976675,5.520504731861198,4,2,164.0,294.0,80.3921568627451,49.2063492063492,15.794735088303899,15.181388012618296,0.40894419893965483,0.4591100171380692,4,3,1,1,6,7,41,31,-15.89,Low (0-5),Low (0-5),High (10-15%)
663624,Ryan Mountcastle,51,37,27.04,52.25,5.88,5.41,3.92,2.7,0.0,0.0,0.0,0.0,3,3,15.686274509803921,10.81081081081081,52.0,78.0,50.0,76.66666666666667,0.7564576994195713,1.244319244271226,Low-Vol,Normal,27.333333333333332,37.027027027027025,11.799435014722809,20.308025899035975,0.0,12.5,0.0,73.0,0.0,73.0,0.0,5.328467153284672,0,1,271.0,181.0,15.686274509803921,37.83783783783784,17.001434720229554,26.350364963503647,0.4316866468801028,0.5484649330396577,3,2,2,1,8,4,8,14,25.21,Low (0-5),Low (0-5),Elite (15%+)
456781,Donovan Solano,42,24,26.45,21.06,9.52,12.5,7.14,0.0,0.0,0.0,0.0,0.0,3,2,11.904761904761903,16.666666666666664,68.0,27.0,43.333333333333336,23.666666666666668,0.7760190307090509,0.5021045391960284,Low-Vol,Low-Vol,9.666666666666666,11.75,12.104558034197368,8.194643000951505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,158.0,83.0,2.380952380952381,0.0,41.87192118226601,40.0709219858156,1.2521956587100727,0.6974164256128941,4,3,3,0,5,4,1,0,-5.390000000000001,Moderate (5-15),No Tears,High (10-15%)
608348,Carson Kelly,47,62,27.11,20.4,2.13,3.23,2.13,0.0,0.0,0.0,0.0,0.0,3,2,10.638297872340425,11.29032258064516,86.0,62.0,80.66666666666667,58.666666666666664,1.3575534994572496,0.8311479258597947,High-IV,Low-Vol,29.106382978723403,28.20967741935484,21.175492440814885,13.56482565225971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,350.0,378.0,36.17021276595745,19.35483870967742,26.023391812865498,15.951972555746142,0.7275205736244881,0.4808571700629514,1,2,1,0,5,7,17,12,-6.710000000000001,Low (0-5),No Tears,High (10-15%)
663647,Ke'Bryan Hayes,71,78,21.63,45.79,4.23,5.13,2.82,2.56,0.0,1.28,0.0,0.0,3,4,11.267605633802818,10.256410256410255,64.0,66.0,59.666666666666664,63.333333333333336,0.7566432318006961,1.0501569627077354,Low-Vol,Normal,29.929577464788732,29.58974358974359,11.802328999774303,17.1391826453767,0.0,14.285714285714285,0.0,60.5,0.0,121.0,0.0,5.24263431542461,0,2,380.0,289.0,19.718309859154928,30.76923076923077,13.552941176470586,13.474870017331023,0.39433663952187087,0.5792271431279821,3,4,2,2,8,8,14,24,24.16,Low (0-5),Low (0-5),High (10-15%)
